O*NET-SOC_Code,Title,Element_ID,Element_Name,Data_Value
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.5.c,Integrity,4.39
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.6,Independence,3.94
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.7.a,Innovation,3.98
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.7.b,Analytical Thinking,3.98
11-9021.00,Construction Managers,1.C.1.a,Achievement/Effort,4
11-9021.00,Construction Managers,1.C.1.b,Persistence,4.2
11-9021.00,Construction Managers,1.C.1.c,Initiative,4.3
11-9021.00,Construction Managers,1.C.2.b,Leadership,4.4
11-9021.00,Construction Managers,1.C.3.a,Cooperation,4.15
11-9021.00,Construction Managers,1.C.3.b,Concern for Others,3.55
11-9021.00,Construction Managers,1.C.3.c,Social Orientation,3.3
11-9021.00,Construction Managers,1.C.4.a,Self Control,4.25
11-9021.00,Construction Managers,1.C.4.b,Stress Tolerance,4.3
11-9021.00,Construction Managers,1.C.4.c,Adaptability/Flexibility,3.95
11-9021.00,Construction Managers,1.C.5.a,Dependability,4.55
11-9021.00,Construction Managers,1.C.5.b,Attention to Detail,4.5
11-9021.00,Construction Managers,1.C.5.c,Integrity,4.65
11-9021.00,Construction Managers,1.C.6,Independence,3.68
11-9021.00,Construction Managers,1.C.7.a,Innovation,3.3
11-9021.00,Construction Managers,1.C.7.b,Analytical Thinking,3.9
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.1.a,Achievement/Effort,3.6
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.1.b,Persistence,3.61
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.1.c,Initiative,3.98
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.2.b,Leadership,4.35
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.3.a,Cooperation,4.33
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.3.b,Concern for Others,4.37
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.3.c,Social Orientation,3.84
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.4.a,Self Control,4.5
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.4.b,Stress Tolerance,4.71
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.4.c,Adaptability/Flexibility,4.48
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.5.a,Dependability,4.91
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.5.b,Attention to Detail,4.39
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.5.c,Integrity,4.69
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.6,Independence,4.44
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.7.a,Innovation,3.97
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.C.7.b,Analytical Thinking,3.56
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.1.a,Achievement/Effort,4.14
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.1.b,Persistence,4.29
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.1.c,Initiative,4.54
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.2.b,Leadership,4.75
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.3.a,Cooperation,4.37
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.3.b,Concern for Others,4.43
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.3.c,Social Orientation,3.97
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.4.a,Self Control,4.55
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.4.b,Stress Tolerance,4.2
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.4.c,Adaptability/Flexibility,4.32
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.5.a,Dependability,4.75
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.5.b,Attention to Detail,4.12
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.5.c,Integrity,4.87
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.6,Independence,4.33
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.7.a,Innovation,4.17
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.C.7.b,Analytical Thinking,4.38
11-9033.00,"Education Administrators, Postsecondary",1.C.1.a,Achievement/Effort,4.41
11-9033.00,"Education Administrators, Postsecondary",1.C.1.b,Persistence,4.41
11-9033.00,"Education Administrators, Postsecondary",1.C.1.c,Initiative,4.63
11-9033.00,"Education Administrators, Postsecondary",1.C.2.b,Leadership,4.58
11-9033.00,"Education Administrators, Postsecondary",1.C.3.a,Cooperation,4.51
11-9033.00,"Education Administrators, Postsecondary",1.C.3.b,Concern for Others,4.28
11-9033.00,"Education Administrators, Postsecondary",1.C.3.c,Social Orientation,3.99
11-9033.00,"Education Administrators, Postsecondary",1.C.4.a,Self Control,4.36
11-9033.00,"Education Administrators, Postsecondary",1.C.4.b,Stress Tolerance,4.26
11-9033.00,"Education Administrators, Postsecondary",1.C.4.c,Adaptability/Flexibility,4.34
11-9033.00,"Education Administrators, Postsecondary",1.C.5.a,Dependability,4.57
11-9033.00,"Education Administrators, Postsecondary",1.C.5.b,Attention to Detail,4.35
11-9033.00,"Education Administrators, Postsecondary",1.C.5.c,Integrity,4.61
11-9033.00,"Education Administrators, Postsecondary",1.C.6,Independence,4.26
11-9033.00,"Education Administrators, Postsecondary",1.C.7.a,Innovation,3.97
11-9033.00,"Education Administrators, Postsecondary",1.C.7.b,Analytical Thinking,4.18
11-9041.00,Architectural and Engineering Managers,1.C.1.a,Achievement/Effort,3.97
11-9041.00,Architectural and Engineering Managers,1.C.1.b,Persistence,3.93
11-9041.00,Architectural and Engineering Managers,1.C.1.c,Initiative,3.94
11-9041.00,Architectural and Engineering Managers,1.C.2.b,Leadership,4.08
11-9041.00,Architectural and Engineering Managers,1.C.3.a,Cooperation,4.23
11-9041.00,Architectural and Engineering Managers,1.C.3.b,Concern for Others,3.27
11-9041.00,Architectural and Engineering Managers,1.C.3.c,Social Orientation,3.34
11-9041.00,Architectural and Engineering Managers,1.C.4.a,Self Control,4.04
11-9041.00,Architectural and Engineering Managers,1.C.4.b,Stress Tolerance,4.35
11-9041.00,Architectural and Engineering Managers,1.C.4.c,Adaptability/Flexibility,3.94
11-9041.00,Architectural and Engineering Managers,1.C.5.a,Dependability,4.65
11-9041.00,Architectural and Engineering Managers,1.C.5.b,Attention to Detail,4.54
11-9041.00,Architectural and Engineering Managers,1.C.5.c,Integrity,4.71
11-9041.00,Architectural and Engineering Managers,1.C.6,Independence,3.98
11-9041.00,Architectural and Engineering Managers,1.C.7.a,Innovation,4.09
11-9041.00,Architectural and Engineering Managers,1.C.7.b,Analytical Thinking,4.76
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.1.a,Achievement/Effort,3.86
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.1.b,Persistence,3.87
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.1.c,Initiative,3.96
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.2.b,Leadership,3.75
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.3.a,Cooperation,3.92
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.3.b,Concern for Others,3.47
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.3.c,Social Orientation,3.18
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.4.a,Self Control,3.81
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.4.b,Stress Tolerance,3.99
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.4.c,Adaptability/Flexibility,4.53
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.5.a,Dependability,4.37
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.5.b,Attention to Detail,4.08
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.5.c,Integrity,4.26
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.6,Independence,3.81
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.7.a,Innovation,3.7
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.C.7.b,Analytical Thinking,4.42
11-9051.00,Food Service Managers,1.C.1.a,Achievement/Effort,4.16
11-9051.00,Food Service Managers,1.C.1.b,Persistence,4.19
11-9051.00,Food Service Managers,1.C.1.c,Initiative,4.19
11-9051.00,Food Service Managers,1.C.2.b,Leadership,4.65
11-9051.00,Food Service Managers,1.C.3.a,Cooperation,4.46
11-9051.00,Food Service Managers,1.C.3.b,Concern for Others,4.35
11-9051.00,Food Service Managers,1.C.3.c,Social Orientation,4.03
11-9051.00,Food Service Managers,1.C.4.a,Self Control,4.54
11-9051.00,Food Service Managers,1.C.4.b,Stress Tolerance,4.44
11-9051.00,Food Service Managers,1.C.4.c,Adaptability/Flexibility,4.05
11-9051.00,Food Service Managers,1.C.5.a,Dependability,4.67
11-9051.00,Food Service Managers,1.C.5.b,Attention to Detail,4.35
11-9051.00,Food Service Managers,1.C.5.c,Integrity,4.27
11-9051.00,Food Service Managers,1.C.6,Independence,3.9
11-9051.00,Food Service Managers,1.C.7.a,Innovation,3.59
11-9051.00,Food Service Managers,1.C.7.b,Analytical Thinking,3.64
11-9071.00,Gambling Managers,1.C.1.a,Achievement/Effort,3.87
11-9071.00,Gambling Managers,1.C.1.b,Persistence,3.72
11-9071.00,Gambling Managers,1.C.1.c,Initiative,4.1
11-9071.00,Gambling Managers,1.C.2.b,Leadership,4.55
11-9071.00,Gambling Managers,1.C.3.a,Cooperation,4.25
11-9071.00,Gambling Managers,1.C.3.b,Concern for Others,4.03
11-9071.00,Gambling Managers,1.C.3.c,Social Orientation,3.95
11-9071.00,Gambling Managers,1.C.4.a,Self Control,4.44
11-9071.00,Gambling Managers,1.C.4.b,Stress Tolerance,4.42
11-9071.00,Gambling Managers,1.C.4.c,Adaptability/Flexibility,4.38
11-9071.00,Gambling Managers,1.C.5.a,Dependability,4.56
11-9071.00,Gambling Managers,1.C.5.b,Attention to Detail,4.29
11-9071.00,Gambling Managers,1.C.5.c,Integrity,4.58
11-9071.00,Gambling Managers,1.C.6,Independence,3.93
11-9071.00,Gambling Managers,1.C.7.a,Innovation,3.71
11-9071.00,Gambling Managers,1.C.7.b,Analytical Thinking,3.77
11-9081.00,Lodging Managers,1.C.1.a,Achievement/Effort,4.53
11-9081.00,Lodging Managers,1.C.1.b,Persistence,4.9
11-9081.00,Lodging Managers,1.C.1.c,Initiative,4.86
11-9081.00,Lodging Managers,1.C.2.b,Leadership,4.53
11-9081.00,Lodging Managers,1.C.3.a,Cooperation,4.7
11-9081.00,Lodging Managers,1.C.3.b,Concern for Others,4.34
11-9081.00,Lodging Managers,1.C.3.c,Social Orientation,4.49
11-9081.00,Lodging Managers,1.C.4.a,Self Control,4.81
11-9081.00,Lodging Managers,1.C.4.b,Stress Tolerance,4.73
11-9081.00,Lodging Managers,1.C.4.c,Adaptability/Flexibility,4.8
11-9081.00,Lodging Managers,1.C.5.a,Dependability,4.92
11-9081.00,Lodging Managers,1.C.5.b,Attention to Detail,4.81
11-9081.00,Lodging Managers,1.C.5.c,Integrity,4.72
11-9081.00,Lodging Managers,1.C.6,Independence,4.53
11-9081.00,Lodging Managers,1.C.7.a,Innovation,4.09
11-9081.00,Lodging Managers,1.C.7.b,Analytical Thinking,4.52
11-9111.00,Medical and Health Services Managers,1.C.1.a,Achievement/Effort,3.92
11-9111.00,Medical and Health Services Managers,1.C.1.b,Persistence,3.96
11-9111.00,Medical and Health Services Managers,1.C.1.c,Initiative,4.04
11-9111.00,Medical and Health Services Managers,1.C.2.b,Leadership,4.38
11-9111.00,Medical and Health Services Managers,1.C.3.a,Cooperation,4.38
11-9111.00,Medical and Health Services Managers,1.C.3.b,Concern for Others,3.77
11-9111.00,Medical and Health Services Managers,1.C.3.c,Social Orientation,3.38
11-9111.00,Medical and Health Services Managers,1.C.4.a,Self Control,4.35
11-9111.00,Medical and Health Services Managers,1.C.4.b,Stress Tolerance,4.27
11-9111.00,Medical and Health Services Managers,1.C.4.c,Adaptability/Flexibility,4.35
11-9111.00,Medical and Health Services Managers,1.C.5.a,Dependability,4.58
11-9111.00,Medical and Health Services Managers,1.C.5.b,Attention to Detail,4.62
11-9111.00,Medical and Health Services Managers,1.C.5.c,Integrity,4.62
11-9111.00,Medical and Health Services Managers,1.C.6,Independence,3.96
11-9111.00,Medical and Health Services Managers,1.C.7.a,Innovation,3.88
11-9111.00,Medical and Health Services Managers,1.C.7.b,Analytical Thinking,4.19
11-9121.00,Natural Sciences Managers,1.C.1.a,Achievement/Effort,4.16
11-9121.00,Natural Sciences Managers,1.C.1.b,Persistence,4.4
11-9121.00,Natural Sciences Managers,1.C.1.c,Initiative,4.34
11-9121.00,Natural Sciences Managers,1.C.2.b,Leadership,4.32
11-9121.00,Natural Sciences Managers,1.C.3.a,Cooperation,4.36
11-9121.00,Natural Sciences Managers,1.C.3.b,Concern for Others,3.77
11-9121.00,Natural Sciences Managers,1.C.3.c,Social Orientation,2.97
11-9121.00,Natural Sciences Managers,1.C.4.a,Self Control,4.27
11-9121.00,Natural Sciences Managers,1.C.4.b,Stress Tolerance,4.12
11-9121.00,Natural Sciences Managers,1.C.4.c,Adaptability/Flexibility,4.31
11-9121.00,Natural Sciences Managers,1.C.5.a,Dependability,4.38
11-9121.00,Natural Sciences Managers,1.C.5.b,Attention to Detail,4.47
11-9121.00,Natural Sciences Managers,1.C.5.c,Integrity,4.65
11-9121.00,Natural Sciences Managers,1.C.6,Independence,4.13
11-9121.00,Natural Sciences Managers,1.C.7.a,Innovation,3.67
11-9121.00,Natural Sciences Managers,1.C.7.b,Analytical Thinking,4.32
11-9121.01,Clinical Research Coordinators,1.C.1.a,Achievement/Effort,4.24
11-9121.01,Clinical Research Coordinators,1.C.1.b,Persistence,4.16
11-9121.01,Clinical Research Coordinators,1.C.1.c,Initiative,4.55
11-9121.01,Clinical Research Coordinators,1.C.2.b,Leadership,4.06
11-9121.01,Clinical Research Coordinators,1.C.3.a,Cooperation,4.75
11-9121.01,Clinical Research Coordinators,1.C.3.b,Concern for Others,4.44
11-9121.01,Clinical Research Coordinators,1.C.3.c,Social Orientation,4.04
11-9121.01,Clinical Research Coordinators,1.C.4.a,Self Control,4.58
11-9121.01,Clinical Research Coordinators,1.C.4.b,Stress Tolerance,4.33
11-9121.01,Clinical Research Coordinators,1.C.4.c,Adaptability/Flexibility,4.39
11-9121.01,Clinical Research Coordinators,1.C.5.a,Dependability,4.61
11-9121.01,Clinical Research Coordinators,1.C.5.b,Attention to Detail,4.54
11-9121.01,Clinical Research Coordinators,1.C.5.c,Integrity,4.66
11-9121.01,Clinical Research Coordinators,1.C.6,Independence,4.24
11-9121.01,Clinical Research Coordinators,1.C.7.a,Innovation,3.69
11-9121.01,Clinical Research Coordinators,1.C.7.b,Analytical Thinking,3.95
11-9121.02,Water Resource Specialists,1.C.1.a,Achievement/Effort,4
11-9121.02,Water Resource Specialists,1.C.1.b,Persistence,3.77
11-9121.02,Water Resource Specialists,1.C.1.c,Initiative,4.05
11-9121.02,Water Resource Specialists,1.C.2.b,Leadership,3.45
11-9121.02,Water Resource Specialists,1.C.3.a,Cooperation,3.77
11-9121.02,Water Resource Specialists,1.C.3.b,Concern for Others,3.14
11-9121.02,Water Resource Specialists,1.C.3.c,Social Orientation,2.5
11-9121.02,Water Resource Specialists,1.C.4.a,Self Control,3.68
11-9121.02,Water Resource Specialists,1.C.4.b,Stress Tolerance,3.36
11-9121.02,Water Resource Specialists,1.C.4.c,Adaptability/Flexibility,3.5
11-9121.02,Water Resource Specialists,1.C.5.a,Dependability,4.18
11-9121.02,Water Resource Specialists,1.C.5.b,Attention to Detail,4.27
11-9121.02,Water Resource Specialists,1.C.5.c,Integrity,4.62
11-9121.02,Water Resource Specialists,1.C.6,Independence,3.68
11-9121.02,Water Resource Specialists,1.C.7.a,Innovation,3.59
11-9121.02,Water Resource Specialists,1.C.7.b,Analytical Thinking,4.45
11-9131.00,Postmasters and Mail Superintendents,1.C.1.a,Achievement/Effort,4.16
11-9131.00,Postmasters and Mail Superintendents,1.C.1.b,Persistence,4.31
11-9131.00,Postmasters and Mail Superintendents,1.C.1.c,Initiative,4.44
11-9131.00,Postmasters and Mail Superintendents,1.C.2.b,Leadership,4.66
11-9131.00,Postmasters and Mail Superintendents,1.C.3.a,Cooperation,4.5
11-9131.00,Postmasters and Mail Superintendents,1.C.3.b,Concern for Others,4.21
11-9131.00,Postmasters and Mail Superintendents,1.C.3.c,Social Orientation,3.56
11-9131.00,Postmasters and Mail Superintendents,1.C.4.a,Self Control,4.59
11-9131.00,Postmasters and Mail Superintendents,1.C.4.b,Stress Tolerance,4.41
11-9131.00,Postmasters and Mail Superintendents,1.C.4.c,Adaptability/Flexibility,4.71
11-9131.00,Postmasters and Mail Superintendents,1.C.5.a,Dependability,4.8
11-9131.00,Postmasters and Mail Superintendents,1.C.5.b,Attention to Detail,4.47
11-9131.00,Postmasters and Mail Superintendents,1.C.5.c,Integrity,4.66
11-9131.00,Postmasters and Mail Superintendents,1.C.6,Independence,4.08
11-9131.00,Postmasters and Mail Superintendents,1.C.7.a,Innovation,3.77
11-9131.00,Postmasters and Mail Superintendents,1.C.7.b,Analytical Thinking,4.06
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.1.a,Achievement/Effort,4.1
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.1.b,Persistence,4.25
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.1.c,Initiative,4.4
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.2.b,Leadership,4.35
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.3.a,Cooperation,4.15
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.3.b,Concern for Others,3.9
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.3.c,Social Orientation,3.95
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.4.a,Self Control,4.15
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.4.b,Stress Tolerance,4.55
11-9141.00,"Property, Real Estate, and Community Association Managers",1.C.4.c,Adaptability/Flexibility,4.3
